sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:00:06;3.42;;;1.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:02:55;6.20;;;1.48;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:05:27;2.62;;;1.48;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:07:57;5.00;;;1.33;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:10:23;11.27;;;1.90;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:12:48;4.40;;;1.30;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:15:14;6.97;;;1.70;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:17:40;6.78;;;1.75;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:20:06;3.85;;;1.33;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:22:31;3.20;;;1.30;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:24:57;3.70;;;1.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:27:23;5.90;;;1.70;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:29:49;2.20;;;1.30;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:32:14;7.25;;;1.67;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:34:40;6.25;;;1.52;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:37:05;2.28;;;1.23;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:39:31;5.47;;;1.50;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:42:07;1.98;;;1.10;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:44:33;2.58;;;1.25;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:46:59;6.55;;;1.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:49:25;1.12;;;1.02;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:51:51;3.60;;;1.25;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:54:17;2.55;;;1.17;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:56:42;3.12;;;1.25;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T00:59:09;2.67;;;1.17;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:01:35;4.50;;;1.27;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:04:02;1.45;;;0.90;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:06:29;1.27;;;1.10;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:08:54;3.85;;;1.37;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:11:20;1.87;;;1.20;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:13:56;2.67;;;1.80;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:16:22;7.68;;;1.73;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:18:48;6.90;;;1.55;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:21:13;2.42;;;1.85;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:23:48;6.28;;;1.52;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:26:18;3.75;;;1.70;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:28:44;6.12;;;1.75;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:31:10;5.70;;;1.80;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:33:36;5.28;;;1.08;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:36:02;2.80;;;1.50;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:38:28;7.00;;;1.67;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:40:53;4.00;;;1.42;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:43:19;5.07;;;1.80;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:45:45;3.80;;;1.73;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:48:10;1.30;;;1.02;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:50:36;10.95;;;1.77;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:53:02;9.77;;;1.35;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:55:28;8.15;;;2.53;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T01:57:54;4.85;;;0.90;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:00:20;1.23;;;0.85;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:02:48;2.90;;;1.35;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:05:16;6.40;;;1.08;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:07:42;5.22;;;1.70;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:10:11;4.93;;;1.73;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:12:38;3.53;;;1.40;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:15:05;3.37;;;0.65;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:17:30;7.10;;;1.73;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:19:56;1.55;;;1.25;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:22:22;2.60;;;1.12;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:24:48;6.80;;;1.50;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:27:13;3.53;;;1.10;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:29:39;1.58;;;1.20;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:32:04;7.95;;;1.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:34:30;5.90;;;2.03;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:36:55;2.30;;;1.27;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:39:21;1.83;;;1.37;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:41:47;11.88;;;2.25;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:44:12;5.05;;;1.85;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:46:38;5.40;;;1.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:49:04;2.70;;;1.37;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:51:29;3.28;;;2.22;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:53:55;4.18;;;1.55;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:56:20;6.28;;;1.98;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T02:58:46;2.95;;;1.95;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:01:11;3.80;;;2.12;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:03:37;3.75;;;1.65;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:06:03;9.50;;;2.28;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:08:58;4.78;;;1.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:11:42;8.32;;;2.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:14:08;3.35;;;1.67;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:16:48;8.25;;;1.80;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:19:32;7.68;;;1.90;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:22:13;2.87;;;1.42;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:24:51;5.40;;;1.83;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:27:16;9.48;;;1.55;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:29:42;2.28;;;1.37;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:32:08;2.70;;;1.45;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:34:33;8.50;;;1.90;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:36:59;2.20;;;1.85;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:39:24;6.57;;;1.80;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:41:50;4.22;;;1.52;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:44:15;7.15;;;2.37;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:46:41;2.20;;;1.50;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:49:06;1.55;;;1.35;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:51:32;2.75;;;1.37;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:53:58;2.83;;;1.80;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:56:23;3.87;;;2.08;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T03:58:49;3.40;;;1.35;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:01:14;7.68;;;1.62;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:03:40;1.17;;;0.90;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:06:05;3.55;;;1.52;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:08:31;4.55;;;1.55;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:10:56;5.22;;;1.73;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:13:22;3.47;;;1.58;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:15:47;7.97;;;1.73;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:18:13;1.60;;;1.33;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:20:38;5.53;;;1.77;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:23:04;4.80;;;2.08;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:25:30;3.10;;;1.50;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:27:55;2.22;;;1.08;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:30:21;3.10;;;1.80;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:32:46;13.43;;;1.83;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:35:12;5.60;;;1.62;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:37:37;4.20;;;1.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:40:03;9.63;;;2.00;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:42:29;3.92;;;2.30;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:44:54;5.87;;;1.70;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:47:20;3.33;;;2.12;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:49:46;16.70;;;2.83;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:52:11;3.10;;;1.85;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:54:37;2.10;;;1.65;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:57:02;9.50;;;1.90;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T04:59:28;1.70;;;1.25;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:01:53;3.58;;;2.33;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:04:19;2.37;;;1.35;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:06:45;5.65;;;1.80;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:09:10;3.15;;;2.20;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:11:36;2.45;;;1.58;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:14:01;6.75;;;2.28;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:16:27;2.72;;;1.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:18:53;7.62;;;2.35;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:21:18;10.57;;;2.03;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:23:44;8.38;;;2.47;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:26:10;4.05;;;2.22;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:28:35;11.23;;;2.17;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:31:01;4.93;;;2.22;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:33:47;10.73;;;2.12;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:36:32;8.93;;;2.10;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:38:57;3.33;;;2.05;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:41:23;6.30;;;3.03;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:43:48;6.78;;;2.30;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:46:14;4.32;;;2.50;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:48:39;3.45;;;2.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:51:05;4.70;;;1.90;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:53:30;6.87;;;2.75;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:55:56;4.87;;;2.67;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T05:58:21;3.20;;;1.73;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:00:47;7.28;;;2.33;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:03:13;9.30;;;2.28;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:05:39;4.82;;;2.25;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:08:04;3.55;;;1.85;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:10:30;8.45;;;2.65;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:12:55;14.10;;;2.45;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:15:21;3.92;;;1.98;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:17:47;10.18;;;2.83;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:20:12;5.72;;;1.58;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:22:38;4.10;;;2.15;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:25:04;6.60;;;2.65;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:27:30;4.80;;;2.17;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:29:55;4.32;;;2.45;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:32:21;6.28;;;1.77;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:34:46;5.28;;;2.62;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:37:12;6.50;;;3.33;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:39:37;9.18;;;2.72;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:42:03;9.13;;;2.65;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:44:29;5.80;;;2.37;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:46:55;5.47;;;2.50;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:49:20;2.72;;;1.30;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:51:46;1.52;;;1.42;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:54:11;4.62;;;2.15;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:56:37;5.40;;;2.35;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T06:59:03;5.47;;;2.40;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:01:28;2.28;;;1.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:03:54;4.30;;;1.90;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:06:19;6.43;;;1.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:08:45;3.65;;;2.35;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:11:10;8.25;;;2.85;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:13:36;3.37;;;1.67;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:16:02;4.12;;;2.00;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:18:28;4.37;;;2.20;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:20:53;4.47;;;2.62;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:23:19;9.20;;;3.10;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:25:45;6.40;;;2.33;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:28:10;3.28;;;2.00;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:30:36;4.35;;;2.22;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:33:01;8.75;;;2.15;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:35:27;3.95;;;1.83;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:37:53;2.80;;;1.92;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:40:18;4.95;;;2.60;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:42:44;4.00;;;1.75;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:45:09;13.60;;;2.40;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:47:35;7.43;;;2.00;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:50:01;6.22;;;2.08;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:52:26;4.87;;;1.73;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:54:52;3.80;;;1.85;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:57:18;3.45;;;1.52;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T07:59:43;2.62;;;1.33;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:02:09;4.35;;;1.83;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:04:34;2.20;;;1.42;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:07:00;4.12;;;1.80;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:09:26;6.65;;;1.90;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:11:51;5.65;;;1.98;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:14:17;4.10;;;2.03;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:16:43;3.62;;;1.77;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:19:08;7.22;;;2.03;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:21:34;8.63;;;2.53;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:24:00;8.57;;;2.30;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:26:25;5.70;;;2.53;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:28:51;6.03;;;1.87;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:31:16;7.03;;;2.05;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:34:01;4.05;;;1.98;;
24135;SDS011;12303;53.370;-1.380;2020-04-14T08:36:33;2.67;;;1.40;;
